303.9,1.812662211763
313.9,1.8086465749755
324.1,1.8049747310816
334.7,1.8015488081449
345.7,1.7983552384705
357.0,1.7954050494599
368.7,1.792654904549
380.7,1.7901123299044
393.2,1.7877228296252
406.0,1.7855131978094
419.3,1.7834376078764
433.0,1.7815032886078
447.2,1.7796876970942
461.8,1.7779954669163
477.0,1.7763969806669
492.6,1.7749069668851
508.7,1.7735082113872
525.3,1.7721946418157
542.5,1.7709534510436
560.2,1.7697870034397
578.6,1.768678092594
597.5,1.7676347594555
617.0,1.7666467187031
637.2,1.7657055418929
658.1,1.7648083776856
679.6,1.7639560666816
701.8,1.7631412029905
724.8,1.7623575309256
748.5,1.7616058134504
773.0,1.7608801757554
798.3,1.7601781977445
824.4,1.7594974153468
